trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
63,0,63,0,None,None,None,None,332.51122110011056,333.0269794999622,332.51122110011056,333.5472091999836,333.0269794999622,333.52778810006566,333.52778810006566,334.6800014001783,1.0,-503677.483119,331.5098478666662,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
64,0,64,0,None,None,None,None,335.69826179998927,336.19831150001846,335.69826179998927,336.7133963999804,336.19831150001846,336.6985287000425,336.6985287000425,337.8495344000403,0.0,-503674.296088,334.69666806684495,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
65,0,65,0,None,None,None,None,338.867648600135,339.36727310018614,338.867648600135,339.8850177000277,339.36727310018614,339.8677648999728,339.8677648999728,341.0351126999594,0.0,-503671.126792,337.86620106670694,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
66,0,66,0,None,None,None,None,342.05189530015923,342.5542682001833,342.05189530015923,343.07189889997244,342.5542682001833,343.05493370001204,343.05493370001204,344.20646660006605,0.0,-503667.941202,341.0517793666261,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
67,0,67,0,None,None,None,None,345.22380769997835,345.72283149999566,345.22380769997835,346.2411863000598,345.72283149999566,346.2240415001288,346.2240415001288,347.374303500168,0.0,-503664.769925,344.2231332667327,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
68,0,68,0,347.3932306000497,370.81604990013875,370.81604990013875,374.8132586001884,374.8132586001884,375.32009789999574,374.8132586001884,375.8382014001254,375.32009789999574,375.8190205001738,375.8190205001738,376.9879263001494,0.0,-503661.602507,347.3909701668347,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
69,0,69,0,None,None,None,None,378.0070309001021,378.5069677999709,378.0070309001021,379.02498750016093,378.5069677999709,379.0074769000057,379.0074769000057,380.15918390010484,0.0,-503631.988559,377.00459296681606,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
70,0,70,0,None,None,None,None,381.1756418000441,381.67702349997126,381.1756418000441,382.19354290002957,381.67702349997126,382.17795519996434,382.17795519996434,383.3277557999827,0.0,-503628.816963,380.1758505667715,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
71,0,71,0,None,None,None,None,384.3465593000874,384.86381410015747,384.3465593000874,385.3974779001437,384.86381410015747,385.38114830013365,385.38114830013365,386.54771580011584,0.0,-503625.64875,383.34442246664935,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
72,0,72,0,None,None,None,None,387.5664831001777,388.0669603999704,387.5664831001777,388.6007250000257,388.0669603999704,388.58262960007414,388.58262960007414,389.7331120001618,0.0,-503622.428464,386.5643824667825,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
